train_img,train_mask
train_img_385.tif,train_mask_385.tif
train_img_386.tif,train_mask_386.tif
train_img_387.tif,train_mask_387.tif
train_img_388.tif,train_mask_388.tif
train_img_389.tif,train_mask_389.tif
train_img_390.tif,train_mask_390.tif
train_img_391.tif,train_mask_391.tif
train_img_392.tif,train_mask_392.tif
train_img_393.tif,train_mask_393.tif
train_img_394.tif,train_mask_394.tif
train_img_395.tif,train_mask_395.tif
train_img_396.tif,train_mask_396.tif
train_img_397.tif,train_mask_397.tif
train_img_398.tif,train_mask_398.tif
train_img_399.tif,train_mask_399.tif
train_img_400.tif,train_mask_400.tif
train_img_401.tif,train_mask_401.tif
train_img_402.tif,train_mask_402.tif
train_img_403.tif,train_mask_403.tif
train_img_404.tif,train_mask_404.tif
train_img_405.tif,train_mask_405.tif
train_img_406.tif,train_mask_406.tif
train_img_407.tif,train_mask_407.tif
train_img_408.tif,train_mask_408.tif
train_img_409.tif,train_mask_409.tif
train_img_410.tif,train_mask_410.tif
train_img_411.tif,train_mask_411.tif
train_img_412.tif,train_mask_412.tif
train_img_413.tif,train_mask_413.tif
train_img_414.tif,train_mask_414.tif
train_img_415.tif,train_mask_415.tif
train_img_416.tif,train_mask_416.tif
train_img_417.tif,train_mask_417.tif
train_img_418.tif,train_mask_418.tif
train_img_419.tif,train_mask_419.tif
train_img_420.tif,train_mask_420.tif
train_img_421.tif,train_mask_421.tif
train_img_422.tif,train_mask_422.tif
train_img_423.tif,train_mask_423.tif
train_img_424.tif,train_mask_424.tif
train_img_425.tif,train_mask_425.tif
train_img_426.tif,train_mask_426.tif
train_img_427.tif,train_mask_427.tif
train_img_428.tif,train_mask_428.tif
train_img_429.tif,train_mask_429.tif
train_img_430.tif,train_mask_430.tif
train_img_431.tif,train_mask_431.tif
train_img_432.tif,train_mask_432.tif
train_img_433.tif,train_mask_433.tif
train_img_434.tif,train_mask_434.tif
train_img_435.tif,train_mask_435.tif
train_img_436.tif,train_mask_436.tif
train_img_437.tif,train_mask_437.tif
train_img_438.tif,train_mask_438.tif
train_img_439.tif,train_mask_439.tif
train_img_440.tif,train_mask_440.tif
train_img_441.tif,train_mask_441.tif
train_img_442.tif,train_mask_442.tif
train_img_443.tif,train_mask_443.tif
train_img_444.tif,train_mask_444.tif
train_img_445.tif,train_mask_445.tif
train_img_446.tif,train_mask_446.tif
train_img_447.tif,train_mask_447.tif
train_img_448.tif,train_mask_448.tif
train_img_449.tif,train_mask_449.tif
train_img_450.tif,train_mask_450.tif
train_img_451.tif,train_mask_451.tif
train_img_452.tif,train_mask_452.tif
train_img_453.tif,train_mask_453.tif
train_img_454.tif,train_mask_454.tif
train_img_455.tif,train_mask_455.tif
train_img_456.tif,train_mask_456.tif
train_img_457.tif,train_mask_457.tif
train_img_458.tif,train_mask_458.tif
train_img_459.tif,train_mask_459.tif
train_img_460.tif,train_mask_460.tif
train_img_461.tif,train_mask_461.tif
train_img_462.tif,train_mask_462.tif
train_img_463.tif,train_mask_463.tif
train_img_464.tif,train_mask_464.tif
train_img_465.tif,train_mask_465.tif
train_img_466.tif,train_mask_466.tif
train_img_467.tif,train_mask_467.tif
train_img_468.tif,train_mask_468.tif
train_img_469.tif,train_mask_469.tif
train_img_470.tif,train_mask_470.tif
train_img_471.tif,train_mask_471.tif
train_img_472.tif,train_mask_472.tif
train_img_473.tif,train_mask_473.tif
train_img_474.tif,train_mask_474.tif
train_img_475.tif,train_mask_475.tif
train_img_476.tif,train_mask_476.tif
train_img_477.tif,train_mask_477.tif
train_img_478.tif,train_mask_478.tif
train_img_479.tif,train_mask_479.tif
train_img_480.tif,train_mask_480.tif
train_img_481.tif,train_mask_481.tif
train_img_482.tif,train_mask_482.tif
train_img_483.tif,train_mask_483.tif
train_img_484.tif,train_mask_484.tif
train_img_485.tif,train_mask_485.tif
train_img_486.tif,train_mask_486.tif
train_img_487.tif,train_mask_487.tif
train_img_488.tif,train_mask_488.tif
train_img_489.tif,train_mask_489.tif
train_img_490.tif,train_mask_490.tif
train_img_491.tif,train_mask_491.tif
train_img_492.tif,train_mask_492.tif
train_img_493.tif,train_mask_493.tif
train_img_494.tif,train_mask_494.tif
train_img_495.tif,train_mask_495.tif
train_img_496.tif,train_mask_496.tif
train_img_497.tif,train_mask_497.tif
train_img_498.tif,train_mask_498.tif
train_img_499.tif,train_mask_499.tif
train_img_500.tif,train_mask_500.tif
train_img_501.tif,train_mask_501.tif
train_img_502.tif,train_mask_502.tif
train_img_503.tif,train_mask_503.tif
train_img_504.tif,train_mask_504.tif
train_img_505.tif,train_mask_505.tif
train_img_506.tif,train_mask_506.tif
train_img_507.tif,train_mask_507.tif
train_img_508.tif,train_mask_508.tif
train_img_509.tif,train_mask_509.tif
train_img_510.tif,train_mask_510.tif
train_img_511.tif,train_mask_511.tif
train_img_512.tif,train_mask_512.tif
train_img_513.tif,train_mask_513.tif
train_img_514.tif,train_mask_514.tif
train_img_515.tif,train_mask_515.tif
train_img_516.tif,train_mask_516.tif
train_img_517.tif,train_mask_517.tif
train_img_518.tif,train_mask_518.tif
train_img_519.tif,train_mask_519.tif
train_img_520.tif,train_mask_520.tif
train_img_521.tif,train_mask_521.tif
train_img_522.tif,train_mask_522.tif
train_img_523.tif,train_mask_523.tif
train_img_524.tif,train_mask_524.tif
train_img_525.tif,train_mask_525.tif
train_img_526.tif,train_mask_526.tif
train_img_527.tif,train_mask_527.tif
train_img_528.tif,train_mask_528.tif
train_img_529.tif,train_mask_529.tif
train_img_530.tif,train_mask_530.tif
train_img_531.tif,train_mask_531.tif
train_img_532.tif,train_mask_532.tif
train_img_533.tif,train_mask_533.tif
train_img_534.tif,train_mask_534.tif
train_img_535.tif,train_mask_535.tif
train_img_536.tif,train_mask_536.tif
train_img_537.tif,train_mask_537.tif
train_img_538.tif,train_mask_538.tif
train_img_539.tif,train_mask_539.tif
train_img_540.tif,train_mask_540.tif
train_img_541.tif,train_mask_541.tif
train_img_542.tif,train_mask_542.tif
train_img_543.tif,train_mask_543.tif
train_img_544.tif,train_mask_544.tif
train_img_545.tif,train_mask_545.tif
train_img_546.tif,train_mask_546.tif
train_img_547.tif,train_mask_547.tif
train_img_548.tif,train_mask_548.tif
train_img_549.tif,train_mask_549.tif
train_img_550.tif,train_mask_550.tif
train_img_551.tif,train_mask_551.tif
train_img_552.tif,train_mask_552.tif
train_img_553.tif,train_mask_553.tif
train_img_554.tif,train_mask_554.tif
train_img_555.tif,train_mask_555.tif
train_img_556.tif,train_mask_556.tif
train_img_557.tif,train_mask_557.tif
train_img_558.tif,train_mask_558.tif
train_img_559.tif,train_mask_559.tif
train_img_560.tif,train_mask_560.tif
train_img_561.tif,train_mask_561.tif
train_img_562.tif,train_mask_562.tif
train_img_563.tif,train_mask_563.tif
train_img_564.tif,train_mask_564.tif
train_img_565.tif,train_mask_565.tif
train_img_566.tif,train_mask_566.tif
train_img_567.tif,train_mask_567.tif
train_img_568.tif,train_mask_568.tif
train_img_569.tif,train_mask_569.tif
train_img_570.tif,train_mask_570.tif
train_img_571.tif,train_mask_571.tif
train_img_572.tif,train_mask_572.tif
train_img_573.tif,train_mask_573.tif
train_img_574.tif,train_mask_574.tif
train_img_575.tif,train_mask_575.tif
train_img_576.tif,train_mask_576.tif
train_img_577.tif,train_mask_577.tif
train_img_578.tif,train_mask_578.tif
train_img_579.tif,train_mask_579.tif
train_img_580.tif,train_mask_580.tif
train_img_581.tif,train_mask_581.tif
train_img_582.tif,train_mask_582.tif
train_img_583.tif,train_mask_583.tif
train_img_584.tif,train_mask_584.tif
train_img_585.tif,train_mask_585.tif
train_img_586.tif,train_mask_586.tif
train_img_587.tif,train_mask_587.tif
train_img_588.tif,train_mask_588.tif
train_img_589.tif,train_mask_589.tif
train_img_590.tif,train_mask_590.tif
train_img_591.tif,train_mask_591.tif
train_img_592.tif,train_mask_592.tif
train_img_593.tif,train_mask_593.tif
train_img_594.tif,train_mask_594.tif
train_img_595.tif,train_mask_595.tif
train_img_596.tif,train_mask_596.tif
train_img_597.tif,train_mask_597.tif
train_img_598.tif,train_mask_598.tif
train_img_599.tif,train_mask_599.tif
train_img_600.tif,train_mask_600.tif
train_img_601.tif,train_mask_601.tif
train_img_602.tif,train_mask_602.tif
train_img_603.tif,train_mask_603.tif
train_img_604.tif,train_mask_604.tif
train_img_605.tif,train_mask_605.tif
train_img_606.tif,train_mask_606.tif
train_img_607.tif,train_mask_607.tif
train_img_608.tif,train_mask_608.tif
train_img_609.tif,train_mask_609.tif
train_img_610.tif,train_mask_610.tif
train_img_611.tif,train_mask_611.tif
train_img_612.tif,train_mask_612.tif
train_img_613.tif,train_mask_613.tif
train_img_614.tif,train_mask_614.tif
train_img_615.tif,train_mask_615.tif
train_img_616.tif,train_mask_616.tif
train_img_617.tif,train_mask_617.tif
train_img_618.tif,train_mask_618.tif
train_img_619.tif,train_mask_619.tif
train_img_620.tif,train_mask_620.tif
train_img_621.tif,train_mask_621.tif
train_img_622.tif,train_mask_622.tif
train_img_623.tif,train_mask_623.tif
train_img_624.tif,train_mask_624.tif
train_img_625.tif,train_mask_625.tif
train_img_626.tif,train_mask_626.tif
train_img_627.tif,train_mask_627.tif
train_img_628.tif,train_mask_628.tif
train_img_629.tif,train_mask_629.tif
train_img_630.tif,train_mask_630.tif
train_img_631.tif,train_mask_631.tif
train_img_632.tif,train_mask_632.tif
train_img_633.tif,train_mask_633.tif
train_img_634.tif,train_mask_634.tif
train_img_635.tif,train_mask_635.tif
train_img_636.tif,train_mask_636.tif
train_img_637.tif,train_mask_637.tif
train_img_638.tif,train_mask_638.tif
train_img_639.tif,train_mask_639.tif
train_img_640.tif,train_mask_640.tif
train_img_641.tif,train_mask_641.tif
train_img_642.tif,train_mask_642.tif
train_img_643.tif,train_mask_643.tif
train_img_644.tif,train_mask_644.tif
train_img_645.tif,train_mask_645.tif
train_img_646.tif,train_mask_646.tif
train_img_647.tif,train_mask_647.tif
train_img_648.tif,train_mask_648.tif
train_img_649.tif,train_mask_649.tif
train_img_650.tif,train_mask_650.tif
train_img_651.tif,train_mask_651.tif
train_img_652.tif,train_mask_652.tif
train_img_653.tif,train_mask_653.tif
train_img_654.tif,train_mask_654.tif
train_img_655.tif,train_mask_655.tif
train_img_656.tif,train_mask_656.tif
train_img_657.tif,train_mask_657.tif
train_img_658.tif,train_mask_658.tif
train_img_659.tif,train_mask_659.tif
train_img_660.tif,train_mask_660.tif
train_img_661.tif,train_mask_661.tif
train_img_662.tif,train_mask_662.tif
train_img_663.tif,train_mask_663.tif
train_img_664.tif,train_mask_664.tif
train_img_665.tif,train_mask_665.tif
train_img_666.tif,train_mask_666.tif
train_img_667.tif,train_mask_667.tif
train_img_668.tif,train_mask_668.tif
train_img_669.tif,train_mask_669.tif
train_img_670.tif,train_mask_670.tif
train_img_671.tif,train_mask_671.tif
train_img_672.tif,train_mask_672.tif
train_img_673.tif,train_mask_673.tif
train_img_674.tif,train_mask_674.tif
train_img_675.tif,train_mask_675.tif
train_img_676.tif,train_mask_676.tif
train_img_677.tif,train_mask_677.tif
train_img_678.tif,train_mask_678.tif
train_img_679.tif,train_mask_679.tif
train_img_680.tif,train_mask_680.tif
train_img_681.tif,train_mask_681.tif
train_img_682.tif,train_mask_682.tif
train_img_683.tif,train_mask_683.tif
train_img_684.tif,train_mask_684.tif
train_img_685.tif,train_mask_685.tif
train_img_686.tif,train_mask_686.tif
train_img_687.tif,train_mask_687.tif
train_img_688.tif,train_mask_688.tif
train_img_689.tif,train_mask_689.tif
train_img_690.tif,train_mask_690.tif
train_img_691.tif,train_mask_691.tif
train_img_692.tif,train_mask_692.tif
train_img_693.tif,train_mask_693.tif
train_img_694.tif,train_mask_694.tif
train_img_695.tif,train_mask_695.tif
train_img_696.tif,train_mask_696.tif
train_img_697.tif,train_mask_697.tif
train_img_698.tif,train_mask_698.tif
train_img_699.tif,train_mask_699.tif
train_img_700.tif,train_mask_700.tif
train_img_701.tif,train_mask_701.tif
train_img_702.tif,train_mask_702.tif
train_img_703.tif,train_mask_703.tif
train_img_704.tif,train_mask_704.tif
train_img_705.tif,train_mask_705.tif
train_img_706.tif,train_mask_706.tif
train_img_707.tif,train_mask_707.tif
train_img_708.tif,train_mask_708.tif
train_img_709.tif,train_mask_709.tif
train_img_710.tif,train_mask_710.tif
train_img_711.tif,train_mask_711.tif
train_img_712.tif,train_mask_712.tif
train_img_713.tif,train_mask_713.tif
train_img_714.tif,train_mask_714.tif
train_img_715.tif,train_mask_715.tif
train_img_716.tif,train_mask_716.tif
train_img_717.tif,train_mask_717.tif
train_img_718.tif,train_mask_718.tif
train_img_719.tif,train_mask_719.tif
train_img_720.tif,train_mask_720.tif
train_img_721.tif,train_mask_721.tif
train_img_722.tif,train_mask_722.tif
train_img_723.tif,train_mask_723.tif
train_img_724.tif,train_mask_724.tif
train_img_725.tif,train_mask_725.tif
train_img_726.tif,train_mask_726.tif
train_img_727.tif,train_mask_727.tif
train_img_728.tif,train_mask_728.tif
train_img_729.tif,train_mask_729.tif
train_img_730.tif,train_mask_730.tif
train_img_731.tif,train_mask_731.tif
train_img_732.tif,train_mask_732.tif
train_img_733.tif,train_mask_733.tif
train_img_734.tif,train_mask_734.tif
